personDisplayName,firstName,middleName,lastName,jobTitle,company,bio,comments
"Hasan Jafri, information security officer, Kaiser Permanente Information Technology",Hasan,,Jafri,information security officer,Kaiser Permanente Information Technology,,
"Toby Weiss, senior vice president and general manager for security management, CA",Toby,,Weiss,"senior vice president and general manager,security management",CA,,
"Tim Mather, CISO, Symantec",Tim,,Mather,CISO,Symantec,,
"Walker Johnson, information security manager, South Carolina CIO",Walker,,Johnson,"information security manager, CIO",South Carolina,,
"Clarissa Jacobson, director of research and administration, Peter A. Sokoloff & Co.",Clarissa,,Jacobson,director of research and administration,Peter A. Sokoloff & Co,,
"John McNulty, chairman and CEO of Secure Computing and member of the Board of Directors of the Cyber Security Industry Alliance",John,,McNulty,chairman and CEO of Secure Computing and member of the Board of Directors,The Cyber Security Industry Alliance,,
"Peter S. Tipppett, CTO, Cybertrust, and chief scientist, ISCA Labs",Peter,S.,Tipppett,"CTO,Cybertrust,and chief scientist",ISCA Labs,,
"Kristin Lovejoy, CTO and vice president for technology and services, Consul risk management",Kristin,,Lovejoy,"CTO and vice president,technology and services",Consul risk management,,
"Gene Hoffman, chairman and CEO, Vindicia",Gene,,Hoffman,chairman and CEO,Vindicia,,
"Aaron Bills, co-founder and COO, 3Delta Systems",Aaron,,Bills,co-founder and COO,3Delta Systems,,
"Tom Bishop, chief technology officer, BMC Software",Tom,,Bishop,chief technology officer,BMC Software,,
"Christopher Burgess, co-author, Secrets Stolen",Christopher ,,Burgess,co-author,Secrets Stolen,,
"Trey Ford, director of solutions architecture, WhiteHat Security",Trey,,Ford,director of solutions architecture,WhiteHat Security,,
"Prat Moghe, founder & CTO, Tizor",Prat,,Moghe,founder & CTO,Tizor,,
"Inno Eroraha, president, NetSecurity Corp.",Inno,,Eroraha,president,NetSecurity Corp,,
"Amrit Williams, chief technical officer, BigFix Inc.",Amrit,,Williams,chief technical officer,BigFix Inc,,
"Ryan Malone, vice president of marketing, Apani",Ryan,,Malone,vice president of marketing,Apani,,
"Tim Callan, vice president, SSL product marketing, VeriSign Inc.",Tim,,Callan,"vice president,SSL product marketing",VeriSign Inc,,
"Cristiano Cafferata, systems engineer, SonicWALL",Cristiano,,Cafferata,systems engineer,SonicWALL,,
"Shaul Efraim, vice president of marketing and business development, Tufin Technologies",Shaul,,Efraim,vice president of marketing and business development,Tufin Technologies,,
"Peter Morin, team lead, information security, Bell Aliant",Peter,,Morin,"team lead,information security",Bell Aliant,,
"Kyle Adams, chief architect, Mykonos Software",Kyle,,Adams,chief architect,Mykonos Software,,
"Chenxi Wang, VP and principal analyst of security and risk at Forrester Research",Chenxi,,Wang,VP and principal analyst of security and risk,Forrester Research,,
"Troy Gill, security analyst, AppRiver",Troy,,Gill,security analyst,AppRiver,,
"Bob Shaw, CEO, Net Optics",Bob,,Shaw,CEO,Net Optics,,
"Mushegh Hakhinian, security architect, IntraLinks",Mushegh,,Hakhinian,security architect,IntraLinks,,
"Brian Calkin, assistant director, Multi-State ISAC Security Operations Center at the Center for Internet Security",Brian,,Calkin,"assistant director,Multi-State ISAC Security Operations Center,the Center",Internet Security,,
"Jeffrey Carr, founder and CEO, Taia Global",Jeffrey,,Carr,founder and CEO,Taia Global,,
"Daniel Creedon, Kroll Advisory Solutions",Daniel,,Creedon,,Kroll Advisory Solutions,,
"Jens Lucius, engineer, NCP Secure Communications",Jens,,Lucius,engineer,NCP Secure Communications,,
"Gary Sockrider, Arbor Networks",Gary,,Sockrider,,Arbor Networks,,
Rob Wainwright,Rob,,Wainwright,,,,
John Gunn,John,,Gunn,,,,
George Thiruvathukal,George,,Thiruvathukal,,,,
"Keith Lowry, SVP, Nuix USG",Keith,,Lowry,SVP,Nuix USG,,
Chris Pogue,Chris,,Pogue,,,,
"Kasey Cross, Director of Product Management at LightCyber",Kasey,,Cross,Director of Product Management,LightCyber,,
Ron Schlecht Jr.,Ron,,Schlecht Jr.,,,,
Adi Dar,Adi,,Dar,,,,
"Jason Lamar,Sr. Director of Product Management, Cisco",Jason,,Lamar,Sr. Director of Product Management,Cisco,,
"Bill Holtz, President and CEO, Comodo CA",Bill,,Holtz,President and CEO,Comodo CA,,
"Brian Rutledge, Principal Security Manager at Spanning Cloud Apps",Brian,,Rutledge,Principal Security Manager,Spanning Cloud Apps,,
"Charles Stockwell, CEO, The Security Stronghold",Charles,,Stockwell,CEO,The Security Stronghold,,
"Rhea Siers, Exec. Dir., Cyber + Information, RANE",Rhea,,Siers,"Exec. Dir.,Cyber + Information",RANE,,
"Gil Shwed, co-founder-CEO, Check Point",Gil,,Shwed,co-founder-CEO,Check Point,,
"Ryan Jones, Managing Principal, Labs, Coalfire",Ryan,,Jones,"Managing Principal,Labs",Coalfire,,
"Matt Jones, CEO, Blancco",Matt,,Jones,CEO,Blancco,,
"Mark Mattei, Director, Managed Security Services Operations, Kudelski Security",Mark,,Mattei,"Director,Managed Security Services Operations",Kudelski Security,,
"Tom Etheridge, VP of Services, CrowdStrike",Tom,,Etheridge,VP of Services,CrowdStrike,,
"Brad Arkin, CSO at Adobe",Brad,,Arkin,CSO,Adobe,,
"Jason Wang, Co-Founder and CEO, TrueVault",Jason,,Wang,Co-Founder and CEO,TrueVault,,
"Jo-Ann Smith, dir. of technology risk management and data privacy, Absolute",Jo-Ann,,Smith,dir. of technology risk management and data privacy,Absolute,,
"Joe Merces, CEO, Cloud Daddy",Joe,,Merces,CEO,Cloud Daddy,,
"Julie Cullivan, SVP CIO, ForeScout Technologies",Julie,,Cullivan,SVP CIO,ForeScout Technologies,,
"John Robinson, cybersecurity strategist, Cofense",John,,Robinson,cybersecurity strategist,Cofense,,
Rob Cote,Rob,,Cote,,,,
"Raz Rafaeli, CEO, co-founder, Secret Double Octopus",Raz,,Rafaeli,"CEO,co-founder",Secret Double Octopus,,
"Andrew Newman, Reason Software",Andrew,,Newman,,Reason Software,,
"Zvi Guterman, CEO, CloudShare",Zvi,,Guterman,CEO,CloudShare,,
Katelyn Dunn,Katelyn,,Dunn,,,,
Allen Bernard,Allen,,Bernard,,,,
"Wes Hutcherson, Director of Product Marketing at eSentire",Wes,,Hutcherson,Director of Product Marketing,eSentire,,
Esther Shein,Esther,,Shein,,,,
Todd R. Weiss,Todd,R.,Weiss,,,,
Daniel P. Dern,Daniel,P.,Dern,,,,
Bob Violino,Bob,,Violino,,,,
Scott Mace,Scott,,Mace,,,,
Ryan Cote,Ryan,,Cote,,,,
Evan Schumer,Evan,,Schumer,,,,
David F. Carr,David,F.,Carr,,,,
Joseph Carson,Joseph,,Carson,,,,
Grant McCormick,Grant,,McCormick,,,,
Sivan Tehila,Sivan,,Tehila,,,,
Uri May,Uri,,May,,,,
Ido Safruti,Ido,,Safruti,,,,
Chester Wisniewski,Chester,,Wisniewski,,,,
Mike Hamilton,Mike,,Hamilton,,,,
Shawn Wallace,Shawn,,Wallace,,,,
Dor Knafo,Dor,,Knafo,,,,
Zack Allen,Zack,,Allen,,,,
Ken Jenkins,Ken,,Jenkins,,,,
Wade Lance,Wade,,Lance,,,,
Theresa Lanowitz,Theresa,,Lanowitz,,,,
Steve Grewal,Steve,,Grewal,,,,
Brian Philip Murphy,Brian,Philip,Murphy,,,,
Jussi Mononen,Jussi,,Mononen,,,,
Tom Kellermann,Tom,,Kellermann,,,,
Mick Baccio,Mick,,Baccio,,,,
Nathan Freed Wessler,Nathan,Freed,Wessler,,,,
Rustom Kanga,Rustom,,Kanga,,,,
Bryan Becker,Bryan,,Becker,,,,
"David Moose"" Wolpoff""",David,,Wolpoff,DUPLICATE,,,
David Wolpoff,David,,Wolpoff,,,,
Tim Bandos,Tim,,Bandos,,,,
Matt Petrosky,Matt,,Petrosky,,,,
Laurence PItt,Laurence,,PItt,,,,
Neel Lukka,Neel,,Lukka,,,,
James Ford,James,,Ford,,,,
Marcus Fowler,Marcus,,Fowler,,,,
Galina Antova,Galina,,Antova,,,,
Michael O'Malley,Michael,,O'Malley,,,,
Steve Banda,Steve,,Banda,,,,
Steve Winterfeld,Steve,,Winterfeld,,,,
Mike Dow,Mike,,Dow,,,,
Cameron Camp,Cameron,,Camp,,,,
Greg Higham,Greg,,Higham,,,,
Grady Summers,Grady,,Summers,,,,
Kurtis Minder,Kurtis,,Minder,,,,
Amit Bareket,Amit,,Bareket,,,,
Tony Pepper,Tony,,Pepper,,,,
Joe Payne,Joe,,Payne,,,,
Pedro Fortuna,Pedro,,Fortuna,,,,
Alicia Lynch,Alicia,,Lynch,,,,
Tawnya Lancaster,Tawnya,,Lancaster,,,,
John Ayers,John,,Ayers,,,,
Anne Marie Zettlemoyer,Anne,Marie,Zettlemoyer,,,,
Torsten George,Torsten,,George,,,,
Josh Grove,Josh,,Grove,,,,
Colin Bastable,Colin,,Bastable,,,,
Malcolm Murphy,Malcolm,,Murphy,,,,
Dan Conrad,Dan,,Conrad,,,,
Jasson Casey,Jasson,,Casey,,,,
Aron Brand,Aron,,Brand,,,,
Marc Rogers,Marc,,Rogers,,,,
Ron Brash,Ron,,Brash,,,,
Jerome Robert,Jerome,,Robert,,,,
Andy Jaquith,Andy,,Jaquith,,,,
Laura Lee,Laura,,Lee,,,,
Tim Erlin,Tim,,Erlin,,,,
Liviu Arsene,Liviu,,Arsene,,,,
Alex Moiseev,Alex,,Moiseev,,,,
David Jemmett,David,,Jemmett,,,,
Lysa Myers,Lysa,,Myers,,,,
Chris Howell,Chris,,Howell,,,,
Lesley Carhart,Lesley,,Carhart,,,,
Tim Sadler,Tim,,Sadler,,,,
Jeff Hancock,Jeff,,Hancock,,,,
John Briar,John,,Briar,,,,
John Donegan,John,,Donegan,,,,
Chris Shannon,Chris,,Shannon,,,,
Jerry Bessette,Jerry,,Bessette,,,,
PJ Kirner,PJ,,Kirner,,,,
Jeff Sakasegawa,Jeff,,Sakasegawa,,,,
Roota Almeida,Roota,,Almeida,,,,
"Alissa "Dr.Jay" Abdullah","Alissa","","Abdullah","",""
Fredrik Forslund,Fredrik,,Forslund,,,,
Jerry Gamblin,Jerry,,Gamblin,,,,
Rolf Lindemann,Rolf,,Lindemann,,,,
Margaret Cunningham,Margaret,,Cunningham,,,,
Kevin O'Brien,Kevin,,O'Brien,,,,
Trevor Morgan,Trevor,,Morgan,,,,
Craig Sanderson,Craig,,Sanderson,,,,
Chris Kennedy,Chris,,Kennedy,,,,
Nasrin Rezai,Nasrin,,Rezai,,,,
Jason Berland,Jason,,Berland,,,,
Yaroslav Vorontsov,Yaroslav,,Vorontsov,,,,
Jen Lau,Jen,,Lau,,,,
Dan Singer,Dan,,Singer,,,,
Vishal Salvi,Vishal,,Salvi,,,,
Asmae Mhassni,Asmae,,Mhassni,,,,
Abul Salek,Abul,,Salek,,,,
David Higgins,David,,Higgins,,,,
John Attala,John,,Attala,,,,
Todd Weber,Todd,,Weber,,,,
Jeff Kostlow,Jeff,,Kostlow,,,,
Curtis Simpson,Curtis,,Simpson,,,,
Tyler Moffitt,Tyler,,Moffitt,,,,
Jeff Costlow,Jeff,,Costlow,,,,
Stephen Burke,Stephen,,Burke,,,,
Chris Hallenbeck,Chris,,Hallenbeck,,,,
Rick Holland,Rick,,Holland,,,,
Julian Waits,Julian,,Waits,,,,
David Lenoe,David,,Lenoe,,,,
Greg Foss,Greg,,Foss,,,,
Yaniv Bar-Dayan,Yaniv,,Bar-Dayan,,,,
Kelvin Coleman,Kelvin,,Coleman,,,,
J. Wolfgang Goerlich,J.,Wolfgang,Goerlich,,,,
Kelly White,Kelly,,White,,,,
Raz Rafaeli,Raz,,Rafaeli,,,,
Hemanta Swain,Hemanta,,Swain,,,,
Carey O'Connor Kolaja,Carey,O'Connor,Kolaja,,,,
Scott Schwan,Scott,,Schwan,,,,
Lior Div,Lior,,Div,,,,
Myrna Soto,Myrna,,Soto,,,,
Douglas Ferguson,Douglas,,Ferguson,,,,
Tim Mackey,Tim,,Mackey,,,,
Robert Brennan,Robert,,Brennan,,,,
James Quick,James,,Quick,,,,
Gregory Conti,Gregory,,Conti,,,,
Karl van den Bergh,Karl,,van den Bergh,,,,
Michael Magrath,Michael,,Magrath,,,,
Timothy Nary,Timothy,,Nary,,,,
Clayton Barlow-Wilcox,Clayton,,Barlow-Wilcox,,,,
David Myron,David,,Myron,,,,
James Stanger,James,,Stanger,,,,
Patrick Kelley,Patrick,,Kelley,,,,
Johanna Baum,Johanna,,Baum,,,,
Ofer Israeli,Ofer,,Israeli,,,,
Christopher Muffat,Christopher,,Muffat,,,,
Devin Redmond,Devin,,Redmond,,,,
Darren Guccione,Darren,,Guccione,,,,
David Bradbury,David,,Bradbury,,,,
Ed Bellis,Ed,,Bellis,,,,
David Trepp,David,,Trepp,,,,
Kevin Lee,Kevin,,Lee,,,,
Mathieu Gorge,Mathieu,,Gorge,,,,
Mary Braunwarth,Mary,,Braunwarth,,,,
Richard Cassidy,Richard,,Cassidy,,,,
"Joël Alwen","Joël","","Alwen","",""
Nick Turner,Nick,,Turner,,,,
Borya Shakhnovich,Borya,,Shakhnovich,,,,
Michael Covington,Michael,,Covington,,,,
Amy Burroughs,Amy,,Burroughs,,,,
Landon Winkelvoss,Landon,,Winkelvoss,,,,
Ryan Noon,Ryan,,Noon,,,,
Alex Heid,Alex,,Heid,,,,
Ian Ferguson,Ian,,Ferguson,,,,
Christian van den Branden,Christian,,van den Branden,,,,
Dan PItman,Dan,,PItman,,,,
Matias Madou,Matias,,Madou,,,,
Padraic O'Reilly,Padraic,,O'Reilly,,,,
Chris Hoff,Chris,,Hoff,,,,
Joanna Burkey,Joanna,,Burkey,,,,
Steve Dickson,Steve,,Dickson,,,,
Kathleen Trimble-Noble,Kathleen,,Trimble-Noble,,,,
Loris Degioanni,Loris,,Degioanni,,,,
"Lucia Milică","Lucia","","Milică","",""
Monzy Merza,Monzy,,Merza,,,,
Mark Kerrison,Mark,,Kerrison,,,,
Rehan Jalil,Rehan,,Jalil,,,,
Glenn Mulvaney,Glenn,,Mulvaney,,,,
Mary Blackowiak,Mary,,Blackowiak,,,,
Eric McCann,Eric,,McCann,,,,
Brendan O'Connor,Brendan,,O'Connor,,,,
Ed Carr,Ed,,Carr,,,,
Jason Meller,Jason,,Meller,,,,
Yonatan Israel Garzon,Yonatan,Israel,Garzon,,,,
Scott McCormick,Scott,,McCormick,,,,
Ralitsa Miteva,Ralitsa,,Miteva,,,,
Victor Wieczorek,Victor,,Wieczorek,,,,
Nir Polak,Nir,,Polak,,,,
Amos Stern,Amos,,Stern,,,,
Robert Prigge,Robert,,Prigge,,,,
Brian C. Reed,Brian,C.,Reed,,,,
Pascal Geenens,Pascal,,Geenens,,,,
Daniel Smith,Daniel,,Smith,,,,
Gus Evangelakos,Gus,,Evangelakos,,,,
Duncan Greatwood,Duncan,,Greatwood,,,,
Tarah Wheeler,Tarah,,Wheeler,,,,
Rayna Stamboliyska,Rayna,,Stamboliyska,,,,
Yaron Rosen,Yaron,,Rosen,,,,
Elad Ben-Meir,Elad,,Ben-Meir,,,,
Erin Kenneally,Erin,,Kenneally,,,,
Conrad Smith,Conrad,,Smith,,,,
Yuval Elddad,Yuval,,Elddad,,,,
Andy Oehler,Andy,,Oehler,,,,
Tom Richards,Tom,,Richards,,,,
Jadee Hanson,Jadee,,Hanson,,,,
Chris Buijs,Chris,,Buijs,,,,
Jeremy Leasher,Jeremy,,Leasher,,,,
Brian Johnson,Brian,,Johnson,,,,
Kacy Zurkus,Kacy,,Zurkus,,,,
Sean McDermott,Sean,,McDermott,,,,
Mark Wilson,Mark,,Wilson,,,,
Scott Register,Scott,,Register,,,,
Grant Geyer,Grant,,Geyer,,,,
Keith Ibarguen,Keith,,Ibarguen,,,,
Ben Smith,Ben,,Smith,,,,
Ciaran Martin,Ciaran,,Martin,,,,
Perry Carpenter,Perry,,Carpenter,,,,
David Balaban,David,,Balaban,,,,
Kimberly Sutherland,Kimberly,,Sutherland,,,,
Grant Wernick,Grant,,Wernick,,,,
Dave Anderson,Dave,,Anderson,,,,
Matt Wyckhouse,Matt,,Wyckhouse,,,,
Morey Haber,Morey,,Haber,,,,
Chad Gross,Chad,,Gross,,,,
Narendran Vaideeswaran,Narendran,,Vaideeswaran,,,,
Teresa Shea,Teresa,,Shea,,,,
Raj Badhwar,Raj,,Badhwar,,,,
Randy Richard,Randy,,Richard,,,,
Tim Wade,Tim,,Wade,,,,
Alex Romero,Alex,,Romero,,,,
Louis Evans,Louis,,Evans,,,,
Joe Adamczyk,Joe,,Adamczyk,,,,
Rahat Sethi,Rahat,,Sethi,,,,
Dave Cronin,Dave,,Cronin,,,,
Rickard Carlsson,Rickard,,Carlsson,,,,
Eric Olden,Eric,,Olden,,,,
Marcus Kaber,Marcus,,Kaber,,,,
Bill O'Neill,Bill,,O'Neill,,,,
Jane Adams,Jane,,Adams,,,,
Rohit Sethi,Rohit,,Sethi,,,,
Rob T. Lee,Rob,T.,Lee,,,,
Parham Eftekhari,Parham,,Eftekhari,,,,
Karen S. Evans,Karen,S.,Evans,,,,
Andrew Patel,Andrew,,Patel,,,,
Troy Wachter,Troy,,Wachter,,,,
Aviv Grafi,Aviv,,Grafi,,,,
Eric Haller,Eric,,Haller,,,,
Rob Shavell,Rob,,Shavell,,,,
Lyndon Brown,Lyndon,,Brown,,,,
Deborah Watson,Deborah,,Watson,,,,
Daniel Cidon,Daniel,,Cidon,,,,
Joe Uchill,Joe,,Uchill,,,,
Derek B. Johnson,Derek,B.,Johnson,,,,
Victor M. Thomas,Victor,M.,Thomas,,,,
Jill Aitoro,Jill,,Aitoro,,,,
Jessica Davis,Jessica,,Davis,,,,
Richard E. Mackey Jr.,Richard,E.,Mackey Jr.,,,,
Cheng Tang,Cheng,,Tang,,,,
Chris Dunn,Chris,,Dunn,,,,
Martin Gagen,Martin,,Gagen,,,,
Mikko Suonenlahti,Mikko,,Suonenlahti,,,,
Steven Drew,Steven,,Drew,,,,
Fredric Greene,Fredric,,Greene,,,,
Richard Rabinowitz,Richard,,Rabinowitz,,,,
Steve House,Steve,,House,,,,
John T. Sabo,John,T.,Sabo,,,,
Yuriy A. Dzambasow,Yuriy,A.,Dzambasow,,,,
Jason Reed,Jason,,Reed,,,,
Stephen Northcutt,Stephen,,Northcutt,,,,
Judy Novak,Judy,,Novak,,,,
Phil Cox,Phil,,Cox,,,,
Brad Johnson,Brad,,Johnson,,,,
Mark K. Mellis,Mark,K.,Mellis,,,,
Matt Sergeant,Matt,,Sergeant,,,,
Matthieu Brignon,Matthieu,,Brignon,,,,
Laure Brignone,Laure,,Brignone,,,,
Benny Jones,Benny,,Jones,,,,
Dorian Deane,Dorian,,Deane,,,,
Kathleen O'Connor,Kathleen,,O'Connor,,,,
Sophie Gilkes,Sophie,,Gilkes,,,,
Richard Ford,Richard,,Ford,,,,
Herbert Thompson,Herbert,,Thompson,,,,
Bruce Schneier,Bruce,,Schneier,,,,
Ron Smith,Ron,,Smith,,,,
Brian O'Higgins,Brian,,O'Higgins,,,,
Teney Takahashi,Teney,,Takahashi,,,,
Kip McClanahan,Kip,,McClanahan,,,,
Rupert White,Rupert,,White,,,,
Simon Khalaf,Simon,,Khalaf,,,,
Sathvik Krishnamurthy,Sathvik,,Krishnamurthy,,,,
Shane Coursen,Shane,,Coursen,,,,
David Raanan,David,,Raanan,,,,
Vinay Goel,Vinay,,Goel,,,,
Andrew Kellett,Andrew,,Kellett,,,,
Richard Edwards,Richard,,Edwards,,,,
Paul Stamp,Paul,,Stamp,,,,
Doron Cohen,Doron,,Cohen,,,,
Robert J. Worner,Robert,J.,Worner,,,,
Adam Powers,Adam,,Powers,,,,
Matt Miller,Matt,,Miller,,,,
Axel Tillmann,Axel,,Tillmann,,,,
"David Shapiro, 3i",David,,Shapiro,,3i,,
"Peter Bollier, 3i",Peter,,Bollier,,3i,,
"Bill Geime, director of information assurance, Open System Sciences",Bill,,Geime,director of information assurance,Open System Sciences,,
"Richard Stiennon, chief research analyst, IT-Harvest",Richard,,Stiennon,chief research analyst,IT-Harvest,,
"Fredric Cibelli, senior manager and member of the Information Systems Security Association, Ernst & Young",Fredric,,Cibelli,senior manager and member of the Information Systems Security Association,Ernst & Young,,
"Kevin Richards, senior manager and member of the Information Systems Security Association, Ernst & Young",Kevin,,Richards,senior manager and member of the Information Systems Security Association,Ernst & Young,,
"Rudy Bakalov, senior manager, Ernst & Young",Rudy,,Bakalov,senior manager,Ernst & Young,,
"Stephane Heyres, principal, Ernst & Young",Stephane,,Heyres,principal,Ernst & Young,,
"Bob Hansmann, senior product marketing manager, Trend Micro",Bob,,Hansmann,senior product marketing manager,Trend Micro,,
"Leo Cohen, vice president and fellow, Symantec",Leo,,Cohen,vice president and fellow,Symantec,,
"Steve Grobman, strategic planning director and principal engineer, Intel Corp.",Steve,,Grobman,strategic planning director and principal engineer,Intel Corp,,
"Guatam Vij, product management, Symantec Database Security",Guatam,,Vij,product management,Symantec Database Security,,
"Dr. Murray Mazer, vp of corporate development and co-founder, Lumigent",Murray,,Mazer,vp of corporate development and co-founder,Lumigent,,
"Tracy Hulver, vp, product management and marketing, netForensics",Tracy,,Hulver,"vp,product management and marketing",netForensics,,
"Mike Rothman, president and principal analyst, Security Incite",Mike,,Rothman,president and principal analyst,Security Incite,,
"Matt Leonard, CIPP, Ponemon Institute",Matt,,Leonard,CIPP,Ponemon Institute,,
"Max Rayner, EVP, products and services/CIO, SurfControl",Max,,Rayner,"EVP,products and services/CIO",SurfControl,,
"Murray Mazer, VP, corporate development and co-founder, Lumigent",Murray,,Mazer,"VP,corporate development and co-founder",Lumigent,,
Eric Leach,Eric,,Leach,,,,
Frank Villavicencio,Frank,,Villavicencio,,,,
"John Yun, Juniper Networks",John,,Yun,,Juniper Networks,,
"Richard A. Clarke, chairman, Good Harbor Consulting LLC.",Richard,A.,Clarke,chairman,Good Harbor Consulting LLC,,
"Kiersten Todt Coon, principal, Good Harbor Consulting LLC.",Kiersten,Todt,Coon,principal,Good Harbor Consulting LLC,,
"Matthew Fraser, INSEAD",Matthew,,Fraser,,INSEAD,,
"Soumitra Dutta, INSEAD",Soumitra,,Dutta,,INSEAD,,
"William Anderson II, manager, security & privacy group, Deloitte & Touche",William,Anderson,II,"manager,security & privacy group",Deloitte & Touche,,
"Todd Thibodeaux, CompTIA",Todd,,Thibodeaux,,CompTIA,,
"David Valdez, CompTIA",David,,Valdez,,CompTIA,,
